t_Brand,t_Phone,t_Network,t_Network_2G_bands,t_Network_3G_bands,t_Network_4G_bands,t_Network_5G_bands,t_Network_Speed,t_Network_GPRS,t_Network_EDGE,t_Launch_Announced,t_Launch_Status,t_Body_Dimensions,t_Body_Weight,t_Body_SIM,t_Display_Type,t_Display_Size,t_Display_Resolution,t_Display_Protection,t_Platform_OS,t_Platform_Chipset,t_Platform_CPU,t_Platform_GPU,t_Memory_Card_slot,t_Internal_capacity,t_Internal,t_Battery,t_Price,t_Colors,t_Bluetooth,t_WLAN,t_Sensors,t_Loudspeaker,t_3.5mm_jack
HTC287,Wildfire CDMA,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,EV-DO Rev.A 3.1 Mbps,,,"2010, October. Released 2010, October",Discontinued,116.9 x 61 x 12 mm (4.60 x 2.40 x 0.47 in),115 g (4.06 oz),Optical trackpad,"TFT,  256K colors","3.2 inches, 31.7 cm2(~44.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~125 ppi density)",Corning Gorilla Glass,"Android 2.1 (Eclair), upgradable to 2.3 (Gingerbread), Sense UI",,528 MHz,,"microSDHC (dedicated slot), 2 GB included",512MB 384MB RAM,,Removable Li-Ion 1300 mAh battery,About 110 EUR,Black,"2.1, A2DP, EDR","Wi-Fi 802.11 b/g, hotspot","Accelerometer, proximity, compass",Yes,Yes
HTC287,Wildfire,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,,HSPA 7.2/0.384 Mbps,,,"2010, May. Released 2010, May",Discontinued,106.8 x 60.4 x 12 mm (4.20 x 2.38 x 0.47 in),118 g (4.16 oz),Optical trackpad,TFT,"3.2 inches, 31.7 cm2(~49.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~125 ppi density)",Corning Gorilla Glass,"Android 2.1 (Eclair), upgradable to 2.2 (Froyo), Sense UI",Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,No,microSDHC (dedicated slot),384MB RAM; 512MB,,Removable Li-Ion 1300 mAh battery,About 90 EUR,"Black, Brown, White, Red, Silver","2.1, A2DP","Wi-Fi 802.11 b/g, hotspot (Android 2.2)","Accelerometer, proximity, compass",Yes,Yes
HTC287,HD mini,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,,HSPA 7.2/2 Mbps,,,"2010, February. Released 2010, April",Discontinued,103.8 x 57.7 x 11.7 mm (4.09 x 2.27 x 0.46 in),110 g (3.88 oz),Mini-SIM,"TFT, 65K colors","3.2 inches, 30.5 cm2(~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Corning Gorilla Glass,"Microsoft Windows Mobile 6.5.3 Professional, Sense UI",Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,microSDHC (dedicated slot),"384MB RAM, 512MB ROM",,Removable Li-Ion 1200 mAh battery,About 120 EUR,Black,"2.1, A2DP","Wi-Fi 802.11 b/g, Wi-Fi router","Accelerometer, proximity",Yes,Yes
HTC287,Desire,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 - North America,,,HSPA 7.2/2 Mbps,,,"2010, February. Released 2010, March",Discontinued,119 x 60 x 11.9 mm (4.69 x 2.36 x 0.47 in),135 g (4.76 oz),Optical trackpad,AMOLED or SLCD,"3.7 inches, 39.0 cm2(~54.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Corning Gorilla Glass,"Android 2.1 (Eclair), upgradable to 2.2 (Froyo), Sense UI",Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,"microSDHC (dedicated slot), 4 GB included",576MB RAM; 512MB,,Removable Li-Ion 1400 mAh battery,About 140 EUR,"Black, Brown, Silver, White","2.1, A2DP","Wi-Fi 802.11 b/g, hotspot (Android 2.2)","Accelerometer, proximity, compass",Yes,Yes
HTC287,Legend,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 - American version,,,HSPA 7.2/2 Mbps,,,"2010, February. Released 2010, March",Discontinued,112 x 56.3 x 11.5 mm (4.41 x 2.22 x 0.45 in),126 g (4.44 oz),Optical trackpad,AMOLED,"3.2 inches, 30.5 cm2(~48.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Corning Gorilla Glass,"Android 2.1 (Eclair), Sense UI",Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,microSDHC (dedicated slot),"384MB RAM, 512MB",,Removable Li-Ion 1300 mAh battery,About 120 EUR,"Gray, Black","2.1, A2DP",Wi-Fi 802.11 b/g,"Accelerometer, proximity, compass",Yes,Yes
HTC287,Rider,CDMA / HSPA / EVDO,CDMA 800 / 1900,HSDPA 1700 / 2100 / 1900,,,"EV-DO Rev.A 3.1 Mbps, HSPA",,,Not officially announced yet,Discontinued,-,-,Mini-SIM,3D S-LCD,"4.3 inches, 51.0 cm2","540 x 960 pixels, 16:9 ratio (~256 ppi density)",,"Android OS, Sense UI",Qualcomm MSM8660 Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,microSDHC (dedicated slot),1GB RAM,,Removable Li-Ion battery,,Black,"3.0, A2DP, EDR","Wi-Fi 802.11 b/g/n, WiMAX 802.16 e, DLNA, hotspot","Accelerometer, gyro, proximity, compass",Yes,Yes
HTC287,Google Nexus One,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 1900 / 2100 - for AT&T, Rogers Wireless",,,HSPA 7.2/2 Mbps,,,"2010, January. Released 2010, January",Discontinued,119 x 59.8 x 11.5 mm (4.69 x 2.35 x 0.45 in),130 g (4.59 oz),Trackball,AMOLED,"3.7 inches, 39.0 cm2(~54.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",,"Android 2.1 (Eclair), upgradable to 2.3.6 (Gingerbread)",Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,"microSDHC (dedicated slot), 4 GB included","512MB RAM, 512MB",,Removable Li-Ion 1400 mAh battery,About 120 EUR,Brown (teflon coating),"2.1, A2DP",Wi-Fi 802.11 a/b/g,"Accelerometer, proximity, compass",Yes,Yes
HTC287,Smart,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 2100,,,HSPA 3.6/0.384 Mbps,,,"2010, January. Released 2010, March",Discontinued,104 x 55 x 12.8 mm (4.09 x 2.17 x 0.50 in),108 g (3.81 oz),Mini-SIM,"TFT resistive touchscreen, 256K colors","2.8 inches, 24.3 cm2(~42.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,300 MHz,,microSDHC (dedicated slot),,,Removable Li-Ion 1100 mAh battery,About 90 EUR,Black,"2.0, A2DP",No,,Yes,Yes
HTC287,HD2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 2100  - Australian Version,,,HSPA 7.2/2 Mbps,,,"2009, October. Released 2009, November",Discontinued,120.5 x 67 x 11 mm (4.74 x 2.64 x 0.43 in),157 g (5.54 oz),Mini-SIM,"TFT, 65K colors","4.3 inches, 52.6 cm2(~65.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",,"Microsoft Windows Mobile 6.5 Professional, Sense UI",Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,microSDHC (dedicated slot),"448MB RAM, 512MB ROM",,Removable Li-Ion 1230 mAh battery,About 140 EUR,Black,"2.1, A2DP","Wi-Fi 802.11 b/g, Wi-Fi router","Accelerometer, proximity, compass",Yes,Yes
HTC287,Evo 4G,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,EV-DO Rev.A 3.1 Mbps,,,"2010, March. Released 2010, June",Discontinued,122 x 66 x 13 mm (4.80 x 2.60 x 0.51 in),170 g (6.00 oz),Mini-SIM,"TFT, 65K colors","4.3 inches, 52.6 cm2(~65.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Corning Gorilla Glass,"Android 2.1 (Eclair), upgradable to 2.3 (Gingerbread), Sense UI",Qualcomm QSD8650 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,"microSDHC (dedicated slot), 8 GB included",1GB 512MB RAM,,Removable Li-Ion 1500 mAh battery,About 90 EUR,"Black, White","2.1, A2DP","Wi-Fi 802.11 b/g, WiMAX 802.16 e (Wi-Fi router)","Accelerometer, proximity, compass",Yes,Yes
HTC287,Droid Incredible,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,EV-DO Rev.A 3.1 Mbps,,,"2010, April. Released 2010, April",Discontinued,117.5 x 58.5 x 11.9 mm (4.63 x 2.30 x 0.47 in),130 g (4.59 oz),Optical trackball,AMOLED,"3.7 inches, 39.0 cm2(~56.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Corning Gorilla Glass,"Android 2.1 (Eclair), Sense UI",Qualcomm QSD8650 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,microSDHC (dedicated slot),8GB,,Removable Li-Ion 1300 mAh battery,About 80 EUR,Black,"2.1, A2DP",Wi-Fi 802.11 b/g,"Accelerometer, proximity, compass",Yes,Yes
HTC287,DROID ERIS,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,EV-DO Rev.A 3.1 Mbps,,,"2009, October. Released 2009, November",Discontinued,113 x 56 x 13 mm (4.45 x 2.20 x 0.51 in),120 g (4.23 oz),Mini-SIM,"TFT,  256K colors","3.2 inches, 30.5 cm2(~48.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Corning Gorilla Glass,"Android 2.1 (Eclair), Sense UI",Qualcomm MSM7600,528 MHz ARM 11,,"microSDHC (dedicated slot), 8 GB included",288MB RAM; 512MB,,Removable Li-Ion 1300 mAh battery,About 80 EUR,Black,"2.0, A2DP",Wi-Fi 802.11 b/g,"Accelerometer, proximity",Yes,Yes
HTC287,Pure,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900,,,HSPA 7.2/2 Mbps,,,"2009, October. Released 2009, October",Discontinued,108 x 53 x 13.7 mm (4.25 x 2.09 x 0.54 in),117.5 g (4.13 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.2 inches, 29.1 cm2(~50.9% screen-to-body ratio)",TouchFLO 3D finger swipe navigationTouch-sensitive zoom barHandwriting recognition,,Microsoft Windows Mobile 6.5 Professional,Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB ROM",,Removable Li-Ion 1100 mAh battery,About 80 EUR,Black,"2.0, A2DP",Wi-Fi 802.11 b/g,Accelerometer,Yes,No
HTC287,Tattoo,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,,HSPA 7.2/0.384 Mbps,,,"2009, September. Released 2009, September",Discontinued,106 x 55.2 x 14 mm (4.17 x 2.17 x 0.55 in),113 g (3.99 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2(~41.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,"Android 1.6 (Donut), Sense UI",Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,No,microSD (dedicated slot),"256MB RAM, 512MB",,Removable Li-Ion 1100 mAh battery,About 60 EUR,"Brown, White, Graphite, Black, Violet","2.0, A2DP",Wi-Fi 802.11 b/g,"Accelerometer, compass",Yes,Yes
HTC287,Touch2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,,HSPA 7.2/0.384 Mbps,,,"2009, September. Released 2009, September",Discontinued,104 x 55 x 12.9 mm (4.09 x 2.17 x 0.51 in),110 g (3.88 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2(~42.4% screen-to-body ratio)",TouchFLO finger swipe navigationTouch-sensitive zoom bar,,Microsoft Windows Mobile 6.5 Professional,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,No,microSDHC (dedicated slot),"256MB RAM, 512MB ROM",,Removable Li-Ion 1000 mAh battery,About 90 EUR,"Black, Brown, Silver","2.1, A2DP",Wi-Fi 802.11 b/g,,Yes,Yes
HTC287,Hero CDMA,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,EV-DO Rev.A 3.1 Mbps,,,"2009, August. Released 2009, October",Discontinued,113 x 56 x 14 mm (4.45 x 2.20 x 0.55 in),128 g (4.52 oz),Trackball,"TFT, 65K colors","3.2 inches, 30.5 cm2(~48.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",,"Android 2.1 (Eclair), Sense UI",Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB",,Removable Li-Ion 1500 mAh battery,About 80 EUR,Silver,"2.0, A2DP",Wi-Fi 802.11 b/g,"Accelerometer, compass",Yes,Yes
HTC287,Hero,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,,HSPA 7.2/2 Mbps,,,"2009, June. Released 2009, July",Discontinued,112 x 56.2 x 14.4 mm (4.41 x 2.21 x 0.57 in),135 g (4.76 oz),Trackball,"TFT, 65K colors","3.2 inches, 30.5 cm2(~48.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Corning Gorilla Glass,"Android 1.5 (Cupcake), Sense UI",Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB",,Removable Li-Ion 1350 mAh battery,About 100 EUR,"Brown, White (teflon coating), Graphite, Black, Pink","2.0, A2DP",Wi-Fi 802.11 b/g,"Accelerometer, compass",Yes,Yes
HTC287,Ozone,GSM,CDMA2000 800 / 1900,1x EV-DO 800 / 1900,,,EV–DO Rev. A,Class 10,Class 10,"2009, March. Released 2009, June",Discontinued,114.3 x 63.5 x 12.7 mm (4.5 x 2.5 x 0.5 in),105 g (3.70 oz),Trackball,"TFT, 65K colors","2.4 inches, 17.8 cm2(~24.6% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",,Microsoft Windows Mobile 6.1 Standard,,528 MHz,,microSDHC (dedicated slot),"192MB RAM, 256MB ROM",,Removable Li-Ion 1500 mAh battery,About 80 EUR,Black,"2.0, A2DP",Wi-Fi 802.11b/g,,Yes,No
HTC287,Schubert,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,,HSPA,,,Not officially announced yet,Discontinued,-,-,Mini-SIM,TFT,,,,Microsoft Windows Phone 7,Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,No,,,Removable Li-Ion battery,,Black,"2.1, A2DP",Wi-Fi 802.11 b/g,"Accelerometer, proximity",Yes,Yes
HTC287,Snap,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,UMTS 850 / 1900 - North America,,,HSPA 7.2/0.384 Mbps,,,"2009, March. Released 2009, June",Discontinued,116.5 x 61.5 x 12 mm (4.59 x 2.42 x 0.47 in),120 g (4.23 oz),Trackball,"TFT, 65K colors","2.4 inches, 17.8 cm2(~24.9% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",,Microsoft Windows Mobile 6.1 Standard,,528 MHz,,microSDHC (dedicated slot),"192MB RAM, 256MB ROM",,Removable Li-Ion 1500 mAh battery,About 100 EUR,Brown,"2.0, A2DP",Wi-Fi 802.11b/g,,Yes,No
HTC287,Magic,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 1700 / 2100 - American version,,,HSPA 7.2/2 Mbps,,,"2009, February. Released 2009, May",Discontinued,113 x 55 x 13.7 mm (4.45 x 2.17 x 0.54 in),118.5 g (4.16 oz),Trackball,"TFT, 65K colors","3.2 inches, 30.5 cm2(~49.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Android 1.6 (Donut),Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB",,Removable Li-Ion 1340 mAh battery,About 90 EUR,"White, Black","2.0, A2DP (headset support only)",Wi-Fi 802.11 b/g,"Accelerometer, compass",Yes,No
HTC287,Touch Pro2 CDMA,GSM / CDMA / HSPA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,"HSPA 7.2/2 Mbps, EV-DO Rev.A 3.1 Mbps",,,"2009, May. Released 2009, September",Discontinued,116 x 59 x 17 mm (4.57 x 2.32 x 0.67 in),180 g (6.35 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.6 inches, 36.9 cm2(~53.9% screen-to-body ratio)",TouchFLO 3D finger swipe navigationTouch-sensitive zoom barHandwriting recognition,,"Microsoft Windows Mobile 6.1 Professional, upgradable to Windows Mobile 6.5",Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB ROM",,Removable Li-Ion 1500 mAh battery,About 120 EUR,Black/Grey,"2.1, A2DP",Wi-Fi 802.11 b/g,Accelerometer,Yes,Yes
HTC287,Tilt2,GSM / HSPA,HSDPA 850 / 1900 / 2100,,,,HSPA 7.2/2 Mbps,Class 10,Class 10,"2009, February. Released 2009, May",Discontinued,116 x 59.2 x 17.3 mm (4.57 x 2.33 x 0.68 in),178.5 g (6.28 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.6 inches, 36.9 cm2(~53.7% screen-to-body ratio)",TouchFLO 3D finger swipe navigationTouch-sensitive zoom barHandwriting recognition,,"Microsoft Windows Mobile 6.1 Professional, upgradable to Windows Mobile 6.5",Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB ROM",,Removable Li-Ion 1500 mAh battery,About 90 EUR,Black/Grey,"2.0, A2DP",Wi-Fi 802.11 b/g,Accelerometer,Yes,No
HTC287,Touch Pro2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 1700 / 2100,,,HSPA 7.2/2 Mbps,,,"2009, February. Released 2009, May",Discontinued,116 x 59.2 x 17.3 mm (4.57 x 2.33 x 0.68 in),178.5 g (6.28 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.6 inches, 36.9 cm2(~53.7% screen-to-body ratio)",TouchFLO 3D finger swipe navigationTouch-sensitive zoom barHandwriting recognition,,"Microsoft Windows Mobile 6.1 Professional, upgradable to Windows Mobile 6.5",Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB ROM",,Removable Li-Ion 1500 mAh battery,About 120 EUR,Black/Grey,"2.1, A2DP",Wi-Fi 802.11 b/g,Accelerometer,Yes,No
HTC287,Touch Diamond2 CDMA,GSM / CDMA / HSPA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,"HSPA 7.2/2 Mbps, EV-DO Rev.A 3.1 Mbps",,,"2009, December. Released 2009, December",Discontinued,118.1 x 61.7 x 14 mm (4.65 x 2.43 x 0.55 in),150.3 g (5.29 oz),Mini-SIM,"TFT resistive touchscreen, 256K colors (65K effective)","3.6 inches, 36.9 cm2(~50.6% screen-to-body ratio)",TouchFLO 3D finger swipe navigationHandwriting recognition,,Microsoft Windows Mobile 6.5 Professional,Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSDHC (dedicated slot),"288MB RAM, 512MB ROM",,Removable Li-Ion 1500 mAh battery,About 150 EUR,Black,"2.1, A2DP",Wi-Fi 802.11 b/g,Accelerometer,Yes,Yes
HTC287,Touch Diamond2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,,HSPA 7.2/2 Mbps,,,"2009, February. Released 2009, April",Discontinued,107.9 x 53.1 x 13.7 mm (4.25 x 2.09 x 0.54 in),117.5 g (4.13 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.2 inches, 29.1 cm2(~50.9% screen-to-body ratio)",TouchFLO 3D finger swipe navigationTouch-sensitive zoom barHandwriting recognition,,"Microsoft Windows Mobile 6.1 Professional, upgradable to Windows Mobile 6.5",Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB ROM",,Removable Li-Ion 1100 mAh battery,About 150 EUR,Black,"2.0, A2DP",Wi-Fi 802.11 b/g,Accelerometer,Yes,No
HTC287,Dream,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 1700 / 2100 - American version,,,HSPA 7.2/2 Mbps,,,"2009, February. Released 2009, June",Discontinued,117.7 x 55.7 x 17.1 mm (4.63 x 2.19 x 0.67 in),158 g (5.57 oz),Trackball,"TFT, 65K colors","3.2 inches, 30.5 cm2(~46.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Android 1.6 (Donut),Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"192MB RAM, 256MB",,Removable Li-Ion 1150 mAh battery,About 150 EUR,Black,"2.0, A2DP (headset support only)",Wi-Fi 802.11 b/g,"Accelerometer, compass",Yes,No
HTC287,Touch Cruise 09,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,,HSPA 7.2/0.384 Mbps,,,"2009, January. Released 2009, February",Discontinued,102 x 53.5 x 14.5 mm (4.02 x 2.11 x 0.57 in),103 g (3.63 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2(~44.5% screen-to-body ratio)",TouchFLO finger swipe navigationHandwriting recognition5-way navigation,,Microsoft Windows Mobile 6.1 Professional,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,No,microSD (dedicated slot),"256MB RAM, 512MB ROM",,Removable Li-Ion 1100 mAh battery,About 150 EUR,Black,"2.0, A2DP",Wi-Fi 802.11 b/g,,Yes,No
HTC287,MAX 4G,GSM,GSM 900 / 1800 / 1900,,,,,Class 10,Class 10,"2008, November. Released 2009",Discontinued,113.5 x 63.1 x 13.9 mm (4.47 x 2.48 x 0.55 in),151 g (5.33 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.8 inches, 41.1 cm2(~57.4% screen-to-body ratio)",TouchFLO 3D finger swipe navigationHandwriting recognition,,Microsoft Windows Mobile 6.1 Professional,Qualcomm ESM7206A,400 MHz ARM 11,Adreno 130,microSD (dedicated slot),8GB 288MB RAM,,Removable Li-Ion 1500 mAh battery,About 310 EUR,Black,"2.0, A2DP","Wi-Fi 802.11 b/g, WiMAX 802.16 e","Accelerometer, proximity",Yes,Yes
HTC287,Touch HD T8285,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 2100,,,HSPA 7.2/2 Mbps,,,"2008, October. Released 2008, December",Discontinued,115 x 62.8 x 12 mm (4.53 x 2.47 x 0.47 in),146 g (5.15 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.8 inches, 41.1 cm2(~56.9% screen-to-body ratio)",TouchFLO 3D finger swipe navigationHandwriting recognition,,Microsoft Windows Mobile 6.1 Professional,Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,"microSDHC (dedicated slot), 8 GB included","288MB RAM, 512MB ROM",,Removable Li-Ion 1350 mAh battery,About 280 EUR,Black,"2.0, A2DP",Wi-Fi 802.11 b/g,"Accelerometer, proximity",Yes,Yes
HTC287,Touch HD,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,,HSPA 7.2/2 Mbps,,,"2008, September. Released 2008, November",Discontinued,115 x 62.8 x 12 mm (4.53 x 2.47 x 0.47 in),146 g (5.15 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.8 inches, 41.1 cm2(~56.9% screen-to-body ratio)",TouchFLO 3D finger swipe navigationHandwriting recognition,,Microsoft Windows Mobile 6.1 Professional,Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,"microSDHC (dedicated slot), 8 GB included","288MB RAM, 512MB ROM",,Removable Li-Ion 1350 mAh battery,About 290 EUR,Black,"2.0, A2DP",Wi-Fi 802.11 b/g,"Accelerometer, proximity",Yes,Yes
HTC287,Touch 3G,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,,HSPA 7.2/0.384 Mbps,,,"2008, September. Released 2008, November",Discontinued,102 x 53.6 x 14.5 mm (4.02 x 2.11 x 0.57 in),96 g (3.39 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2(~44.4% screen-to-body ratio)",TouchFLO finger swipe navigationHandwriting recognition5-way navigation,,Microsoft Windows Mobile 6.1 Professional,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,No,microSD (dedicated slot),"192MB RAM, 256MB ROM",,Removable Li-Ion 1100 mAh battery,About 200 EUR,"Sophisticated black, Noble gold, Sparkle blue, Modern brown","2.0, A2DP",Wi-Fi 802.11 b/g,,Yes,No
HTC287,Touch Viva,GSM,GSM 850 / 900 / 1800 / 1900,,,,,Class 10,Class 10,"2008, September. Released 2008, October",Discontinued,104.5 x 59 x 15.8 mm (4.11 x 2.32 x 0.62 in),110 g (3.88 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2(~39.4% screen-to-body ratio)",TouchFLO finger swipe navigationHandwriting recognition5-way navigation,,Microsoft Windows Mobile 6.1 Professional,TI OMAP 850,200 MHz ARM926EJ-S,,microSD (dedicated slot),"128MB RAM, 256MB ROM",,Removable Li-Ion 1100 mAh battery,About 140 EUR,Storm Gray,"2.0, A2DP",Wi-Fi 802.11b/g,,Yes,No
HTC287,S740,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 - S743,,,HSPA 7.2/0.384 Mbps,,,"2008, August. Released 2008, November",Discontinued,116.3 x 43.4 x 16.3 mm (4.58 x 1.71 x 0.64 in),140 g (4.94 oz),Mini-SIM,"TFT, 65K colors","2.4 inches, 17.8 cm2(~35.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Microsoft Windows Mobile 6.1 Standard,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,No,microSD (dedicated slot),"256MB RAM, 256MB ROM",,Removable Li-Po 1050 mAh battery,About 120 EUR,Black,"2.0, A2DP",Wi-Fi 802.11b/g,,Yes,No
HTC287,Touch Pro CDMA,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,EV-DO Rev.A 3.1 Mbps,,,"2008, June. Released 2008, August",Discontinued,106 x 52 x 18 mm (4.17 x 2.05 x 0.71 in),150 g (5.29 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2(~44.0% screen-to-body ratio)",TouchFLO 3D finger swipe navigationHandwriting recognition,,Microsoft Windows Mobile 6.1 Professional,Qualcomm MSM7501A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB ROM",,Removable Li-Ion 1340 mAh battery,,Black,"2.0, A2DP",Wi-Fi 802.11 b/g,Accelerometer,Yes,No
